"A return is already in progress for this product, or this product has not been invoiced.","Eine Rückkehr ist bereits im Gange für dieses Produkt oder dieses Produkt nicht in Rechnung gestellt worden."
"Reason for the return","Grund für die Rückkehr"
"Requested Action","Angeforderte Aktion"
"NOTE: Defective items can only be exchanged for the same item. They can NOT be returned for a refund.","HINWEIS: Defekte Einzelteile können nur für das gleiche Einzelteil ausgetauscht werden. Sie können nicht für eine Rückerstattung zurückgebracht werden."
"Submit","Einreichen"
"Select an order to initiate a product return.","Wählen Sie eine, um eine Produktrück initiieren."
"There are no existing orders in your account to initiate a product return.","Es sind keine bestehenden Aufträge in Ihrem Konto, um eine Produktrück initiieren."
"Contact Information","Kontakt-Informationen"
"Create an account","Erstellen Sie ein Konto"
"You must create an account in order to request a product return.","Sie müssen ein Konto, um ein Produkt zu verlangen Rückkehr zu schaffen."
"Sign Up for our Newsletter","Melden Sie sich für unseren Newsletter"
"Email Sender","Email absender"
