"The license updater will refuse licenses that are not valid or would cause extensions to be disabled. Disabling this could cause the updater to accept a bad license. Only disable this if you are told to by support.","The license updater will refuse licenses that are not valid or would cause extensions to be disabled. Disabling this could cause the updater to accept a bad license. Only disable this if you are told to by support."
"The maximum number of lines to read from a log file. The higher the number the more memory used when viewing the log file","The maximum number of lines to read from a log file. The higher the number the more memory used when viewing the log file"
"The minimum number of disabled extension needed before the message is shown","The minimum number of disabled extension needed before the message is shown"
"The number of domains you have for licensing purposes","The number of domains you have for licensing purposes"
"The sections of the config that will be reset. Use CTRL + Click to select more than one section","The sections of the config that will be reset. Use CTRL + Click to select more than one section"
"The serial updater will refuse serials that are not valid or would cause extensions to be disabled. Disabling this could cause the updater to accept a bad license. Only disable this if you are told to by support.","The serial updater will refuse serials that are not valid or would cause extensions to be disabled. Disabling this could cause the updater to accept a bad license. Only disable this if you are told to by support."
"The timestamp based on the time reported by PHP","The timestamp based on the time reported by PHP"
"The timestamp based on the timezone settings set in Magento","The timestamp based on the timezone settings set in Magento"
"The value in parenthesis is how many store views you have for licensing purposes","The value in parenthesis is how many store views you have for licensing purposes"
"The value in parenthesis is how many stores you have for licensing purposes","The value in parenthesis is how many stores you have for licensing purposes"
"The value in parenthesis is how many Web sites you have for licensing purposes","The value in parenthesis is how many Web sites you have for licensing purposes"
"There are %s Extendware extensions installed that are currently disabled","There are %s Extendware extensions installed that are currently disabled"
"There is no configuration screen for this extension.","There is no configuration screen for this extension."
"There was an error with your request. Please contact support or try again","There was an error with your request. Please contact support or try again"
"There were %s config items deleted","There were %s config items deleted"
"These are the messages that we send and appear in Extendware -> Message Inbox. <b>Warning: </b>If this is disabled, then you will not receive discounts or security notices regarding your extensions.","These are the messages that we send and appear in Extendware -> Message Inbox. <b>Warning: </b>If this is disabled, then you will not receive discounts or security notices regarding your extensions."
"These extensions will only work if this extension is enabled","These extensions will only work if this extension is enabled"
"This error is usually caused by enabling an extension while still being logged into the admin area. <u>Please try to logout and sign in again</u>. If that does not work, this error may also be caused by there being nothing to configure in this configuration scope.","This error is usually caused by enabling an extension while still being logged into the admin area. <u>Please try to logout and sign in again</u>. If that does not work, this error may also be caused by there being nothing to configure in this configuration scope."
"This extension will only work if these extensions are also enabled","This extension will only work if these extensions are also enabled"
"This is a list of all Magento cronjobs. These cronjobs do not necessary relate to Extendware in any way.","This is a list of all Magento cronjobs. These cronjobs do not necessary relate to Extendware in any way."
"This log will viewable in Extendware -> System -> Logs. Please note, this log file can become very large, so you must ensure it does not become too large and disable this option when not needed.","This log will viewable in Extendware -> System -> Logs. Please note, this log file can become very large, so you must ensure it does not become too large and disable this option when not needed."
"This log will viewable in Extendware -> System -> Logs. Please note, this log file can become very large, so you must ensure it does not become too large and disable this option when not needed. <b>Note</b>: You MUST uncomment the function <i>__extendwareErrorHandler</i> in <i>app/code/local/Varien/Autoload.php</a> in order for this to work.","This log will viewable in Extendware -> System -> Logs. Please note, this log file can become very large, so you must ensure it does not become too large and disable this option when not needed. <b>Note</b>: You MUST uncomment the function <i>__extendwareErrorHandler</i> in <i>app/code/local/Varien/Autoload.php</a> in order for this to work."
"This refers to the license installed on your server. The license will periodically update.","This refers to the license installed on your server. The license will periodically update."
"This resource does not support exists","This resource does not support exists"
"This resource does not support exists by data","This resource does not support exists by data"
"This resource does not support loadByData","This resource does not support loadByData"
"This section is not allowed.","This section is not allowed."
"This will attempt to fetch your missing license files. This is not always possible. If the right files cannot be fetched, then you will have to manually re-install the license files / extension.","This will attempt to fetch your missing license files. This is not always possible. If the right files cannot be fetched, then you will have to manually re-install the license files / extension."
"This will restore default extension configuration options by deleting custom settings from the database. Please backup prior to using this tool.","This will restore default extension configuration options by deleting custom settings from the database. Please backup prior to using this tool."
Thumbnail,Thumbnail
To,To
Top,Top
"Total %d records found","Total %d records found"
Trace,Trace
Trial,Trial
"Trial Expiring","Trial Expiring"
Trigger,Trigger
Type,Type
"Unable to list current working directory. Access forbidden.","Unable to list current working directory. Access forbidden."
"Underneath System","Underneath System"
"Unexpected data returned from fallback storage","Unexpected data returned from fallback storage"
"Unknown config method mode encountered: %s","Unknown config method mode encountered: %s"
"Unknown config scope encountered: %s","Unknown config scope encountered: %s"
"Unknown date increment type.","Unknown date increment type."
"Unknown permission mode for model method","Unknown permission mode for model method"
Unread,Unread
"Unrecognized field encountered","Unrecognized field encountered"
"Unrecognized status of encryption object encountered","Unrecognized status of encryption object encountered"
"Unselect All","Unselect All"
"Unselect Visible","Unselect Visible"
"Unsupported action for model data %s","Unsupported action for model data %s"
"Unsupported action for option model data %s","Unsupported action for option model data %s"
"Unsupported option model sort method encountered","Unsupported option model sort method encountered"
"Unsupported type for option model data %s","Unsupported type for option model data %s"
"Update License","Update License"
"Update Licenses","Update Licenses"
"Update Messages","Update Messages"
Updated,Updated
"Updater could not write combined contents file (%s). You should change file permissions so file can be written.","Updater could not write combined contents file (%s). You should change file permissions so file can be written."
"Updater could not write combined file (%s). You should change file permissions so file can be written.","Updater could not write combined file (%s). You should change file permissions so file can be written."
Url,Url
"User Guide","User Guide"
"User Guide Button","User Guide Button"
"User Guides / Help","User Guides / Help"
Value,Value
"Verbose Exception Logging","Verbose Exception Logging"
"Verify File Path","Verify File Path"
"Verify Integrity","Verify Integrity"
Version,Version
View,View
